id,dialect
1174984039138119680,IQ
1175014768337440768,IQ
1175139635640623104,IQ
1144322578753949568,IQ
1144323820142104576,IQ
1144330578965278848,IQ
1144333996270206976,IQ
1144503105209491584,IQ
1144514563196489600,IQ
1144559837541519360,IQ
1144562648941518848,IQ
1144563279282475008,IQ
1144572613999628416,IQ
1144573945376595968,IQ
1144579175363350400,IQ
1144583914419306368,IQ
1144604204616552448,IQ
1144637428361236352,IQ
1144654908114837632,IQ
1144907826906718208,IQ
1144942972884140032,IQ
1144951024245006336,IQ
1144964913477165056,IQ
1144980450563280768,IQ
1144983073622241152,IQ
1144983851502096384,IQ
1144984436506841216,IQ
1144990431920439168,IQ
1145000424140935168,IQ
1145008235000279040,IQ
1145016641694158848,IQ
1145065101969567616,IQ
1145069624054206464,IQ
1145070059859185664,IQ
1145255876636401664,IQ
1145256481475969024,IQ
1145259836055203840,IQ
1145371448422338560,IQ
1145373318343798784,IQ
1145376110382919552,IQ
1145380698825658368,IQ
1145422401808883584,IQ
1145444736653770752,IQ
1145445873184313216,IQ
1145446249384095616,IQ
1145621047368138752,IQ
1145752685339193216,IQ
1145984262778343424,IQ
1146114092396163200,IQ
1146115624244056064,IQ
1146116419219787776,IQ
1146116882254180352,IQ
1146117889239462016,IQ
1146157993723158400,IQ
1147058746436325376,IQ
1147268050770628608,IQ
1147793534558322816,IQ
1148110633516380160,IQ
1148134523533692800,IQ
1148283668718399616,IQ
1148502365831647232,IQ
1148538035274964992,IQ
1148538729503625216,IQ
1148539278760304640,IQ
1148588852656910336,IQ
1148882037778067584,IQ
1148920384835727360,IQ
1148920953231028224,IQ
1148965165750214784,IQ
1148969931217744000,IQ
1148981095129603968,IQ
1149005128873238400,IQ
1149009854234800000,IQ
1149055093465133056,IQ
1149058177973063552,IQ
1149787107751334016,IQ
1149987966959390848,IQ
1150054868842876800,IQ
1150121965702787200,IQ
1150785551374651392,IQ
1150788016446853248,IQ
1151044837392695168,IQ
1151048589126316032,IQ
1151124680549588992,IQ
1151136346737561600,IQ
1151183024656125952,IQ
1151541774776766464,IQ
1151565339756519424,IQ
1151566793502339200,IQ
1151838673392021632,IQ
1151877062426337152,IQ
1151878008610926592,IQ
1152452579764387840,IQ
1153032392808042496,IQ
1153057525018877952,IQ
1153328168079699968,IQ
1153342429891874816,IQ
1154043283607183360,IQ
1154252996861206528,IQ
1154567760724316160,IQ
1154765520211779584,IQ
1154809481332776960,IQ
1154844562369797888,IQ
1123971295547461632,IQ
1124240882226561024,IQ
1126204504460943360,IQ
1127662947986223232,IQ
1128036386832093184,IQ
1128361406389207040,IQ
1128985678107336832,IQ
1129026555974492160,IQ
1129398674482696192,IQ
1129427934824079360,IQ
1129472705047269376,IQ
1129508548910681984,IQ
1129771711510003584,IQ
1129856544991043584,IQ
1130138212498911232,IQ
1130199921032859648,IQ
1130811017070546944,IQ
1130818119742709760,IQ
1130830204279152640,IQ
1130830727795421184,IQ
1130831965886849024,IQ
1130833502851817600,IQ
1130863363209256960,IQ
1130886885046460416,IQ
1130939404816720000,IQ
1130940257837436800,IQ
1132795494055518208,IQ
1133033721035141248,IQ
1133080953298071552,IQ
1133092018249506816,IQ
1133450018860478464,IQ
1133819740357574784,IQ
1134103768478474240,IQ
1134958238749925376,IQ
1134970767932891136,IQ
1134983229302345600,IQ
1135605248201019392,IQ
1135609787457126400,IQ
1135629903976632448,IQ
1135632376925757440,IQ
1135638012652642432,IQ
1135645511095070848,IQ
1135682127444480000,IQ
1135969784837918848,IQ
1135987839425011584,IQ
1136006564798750848,IQ
1136535732300988416,IQ
1136671153362219008,IQ
1136937547752493056,IQ
1136939657571307648,IQ
1136949547698179968,IQ
1136988521917497216,IQ
1137053813611933568,IQ
1137278476002762752,IQ
1137280837395898368,IQ
1137301691332796416,IQ
1137392357299687424,IQ
1137393057647734784,IQ
1137451249744437248,IQ
1137648231528194048,IQ
1137649400581427200,IQ
1137783380190343168,IQ
1137833551121068032,IQ
1138663435061878784,IQ
1139126414454734848,IQ
1139151567716781952,IQ
1139267750801678336,IQ
1139286171106840576,IQ
1139449473430675584,IQ
1139892115746566016,IQ
1139981526173663232,IQ
1141023012738732032,IQ
1141612294817947648,IQ
1141616845155446784,IQ
1141618366949576832,IQ
1141664314551611392,IQ
1142018107076239360,IQ
1142126354772692992,IQ
1142135124517171200,IQ
1142364175173345152,IQ
1142366016326000640,IQ
1142804910225760384,IQ
1143052735467655168,IQ
1143102356353179648,IQ
1143155867845570560,IQ
1143157454009720832,IQ
1143193790531985408,IQ
1143204355635580800,IQ
1143236836531343360,IQ
1143411998216073216,IQ
1143452989119782784,IQ
1143467875375767552,IQ
1143470354855354368,IQ
1143486606181113984,IQ
1143557838985474048,IQ
1143566723825766400,IQ
1143615266011721600,IQ
1143854794324545536,IQ
1144297211142049792,IQ
1144299571532746752,IQ
1001037506979225600,IQ
1029460624164700160,IQ
1029461063669084160,IQ
1119692327868600448,IQ
1119814718384934784,IQ
1119854226631536640,IQ
1120054863784706048,IQ
1120059876003201024,IQ
1120421360197611648,IQ
1120423431151996800,IQ
1121050447945633792,IQ
1121136967775866752,IQ
1121139196314492800,IQ
1121146529643888640,IQ
1121147128942878848,IQ
1123463668266622976,IQ
1123471114481614848,IQ
1123611353984401408,IQ
1123612891083608064,IQ
1123668640082145152,IQ
1123888460245414016,IQ
1123962542206926848,IQ
1123963770672381952,IQ
1131329492427743232,IQ
1131330474717065216,IQ
1131586634636357632,IQ
1131588155969220608,IQ
1131589022399193216,IQ
1131597643644145664,IQ
1131663081891721216,IQ
1131664360273616768,IQ
1131664505996341248,IQ
1131702152454213632,IQ
1132383492161990784,IQ
1133439951364739200,IQ
1134572093121605632,IQ
1134577805944008832,IQ
1134926169784983552,IQ
1134960417065787392,IQ
1134971267700805632,IQ
1135708845429276800,IQ
1135710470004809600,IQ
1135713669461860352,IQ
1135714856248565760,IQ
1135716184211333248,IQ
1135981658677567616,IQ
1135982400549269632,IQ
1135982599971659776,IQ
1136049829950345216,IQ
1136055523525030016,IQ
1136060269044518784,IQ
1136060993522454400,IQ
1136069399285075968,IQ
1136078074368278400,IQ
1136806354524368768,IQ
1137798494498971648,IQ
1137933509991911424,IQ
1138669118213697536,IQ
1138915692097360000,IQ
1139183669615063040,IQ
1139360592039301248,IQ
1139375321503813632,IQ
1139377417766596608,IQ
1139382693987143552,IQ
1139384381926072448,IQ
1139386539593437184,IQ
1139710160245415936,IQ
1139722029723078784,IQ
1141079956752961536,IQ
1141562129209626624,IQ
1141805045907779584,IQ
1142571541059604352,IQ
1143040317563629568,IQ
1143200670696103936,IQ
1143201672425922560,IQ
1143319338805370752,IQ
1145738307537522816,IQ
1146550752459935616,IQ
1147693817346154368,IQ
1148610598503997440,IQ
1148705003814584448,IQ
1149174345580740608,IQ
1150119494456528768,IQ
1150124835885875200,IQ
1150134404309586048,IQ
1150144657298345984,IQ
1150148000129286016,IQ
1150151411629379584,IQ
1150151709823340416,IQ
1150456791353835648,IQ
1150481614700335232,IQ
1154908970483474432,IQ
1156058317715697664,IQ
1156586052297154560,IQ
744661818694582272,IQ
750441018328248320,IQ
760386315724599296,IQ
789858736898662400,IQ
979431261897920384,IQ
989557662839902208,IQ
1110763886494404608,IQ
1112538162008514560,IQ
1113109668388192384,IQ
1114274914247135232,IQ
1114296767850274816,IQ
1114303786711838848,IQ
1114950541866455040,IQ
1115096754611863552,IQ
1115275247165378560,IQ
1115650409836630016,IQ
1115677559826435968,IQ
1115880649557200768,IQ
1115999908266270848,IQ
1116158425027624960,IQ
1116237886578237440,IQ
1116438287890018432,IQ
1116494624380440576,IQ
1116497179034603648,IQ
1116729740033835008,IQ
1116783183817629568,IQ
1117084897238298624,IQ
1117087070982291584,IQ
1117158937944416384,IQ
1117160202048905216,IQ
1117165361495855232,IQ
1117213856143568768,IQ
1117483555410460800,IQ
1117520155565650048,IQ
1117548447408672768,IQ
1117561551378980864,IQ
1117580161547784192,IQ
1117584062342844416,IQ
1117623411142840448,IQ
1117827075103047552,IQ
1117902369344221184,IQ
1117909877878165632,IQ
1117911118607868032,IQ
1117944448762036224,IQ
1117982869895303168,IQ
1117998757784633216,IQ
1118179687803395968,IQ
1118198251641905152,IQ
1118228152692510848,IQ
1118286449005092864,IQ
1118290207755751424,IQ
1118390827741585408,IQ
1118534320509968384,IQ
1118535691422404608,IQ
1118559173061406848,IQ
1118559640806027264,IQ
1118676422862577664,IQ
1119014497572626432,IQ
1119365979325100032,IQ
1119392843015938048,IQ
1119395821227659264,IQ
1120059603520069632,IQ
1120090370421866368,IQ
1120417588503371776,IQ
1120729957301231616,IQ
1120768236155392000,IQ
1120768879725178752,IQ
1120769248056316032,IQ
1120769349491363840,IQ
1120769942410805248,IQ
1120770573548670976,IQ
1120776952296558592,IQ
1120788542353862784,IQ
1121096537986088960,IQ
1121235495189507968,IQ
1121511408368095232,IQ
1121924652043923584,IQ
1122330868763095040,IQ
1123270676981342208,IQ
1123271073628184576,IQ
1123347034004529152,IQ
1123779873460432768,IQ
1123984119506120832,IQ
1124355401250533376,IQ
1124422228890677248,IQ
1124782354575253632,IQ
1124787122785771648,IQ
1124794063327117184,IQ
1125084877718560768,IQ
1125087230660210816,IQ
1125428429438898176,IQ
1125429077509148800,IQ
1125429859683934208,IQ
1125430595083853824,IQ
1125448788645007360,IQ
1127234417267625984,IQ
1127241898278522752,IQ
1127268425426882560,IQ
1129482372749987840,IQ
1129872305629278208,IQ
1129873203575136384,IQ
1130248949648912384,IQ
1130535813224120448,IQ
1130630577302827008,IQ
1130632079169822848,IQ
1131310606974242816,IQ
1092300418565123968,IQ
1092302740280115200,IQ
1092893737406029824,IQ
1092895018623197184,IQ
1093439643507249152,IQ
1093442056435822592,IQ
1093931254318133248,IQ
1093957260617736192,IQ
1094025781318103040,IQ
1094280355450740736,IQ
1094288426625421184,IQ
1094342897342722048,IQ
1096143820893212800,IQ
1096149261639606400,IQ
1096150542638669824,IQ
1096155277173305216,IQ
1096221677401198592,IQ
1096222111947870208,IQ
1096223346411225216,IQ
1097275061092774016,IQ
1101161064132096000,IQ
1102655696082919424,IQ
1102659775467147264,IQ
1105866654150324224,IQ
1106279392827703168,IQ
1106284041915920384,IQ
1106987712735633408,IQ
1107899082838695936,IQ
1110242991199772800,IQ
1133491637051625600,IQ
1139625410940014592,IQ
1170084844983988224,IQ
1170086478845812736,IQ
1170096234398400512,IQ
1170098349338484736,IQ
1170099933560676352,IQ
1170101617305227264,IQ
1170404190746808320,IQ
1170609352614526976,IQ
1170672171401830400,IQ
1170747128504881152,IQ
1170807251684249600,IQ
1170981666283765760,IQ
1170982159450066944,IQ
1170990618904018944,IQ
1170992273766661888,IQ
1171028550197088512,IQ
1171032505522282496,IQ
1171102103730892800,IQ
1171119202566119424,IQ
1171141599377727488,IQ
1171347717001551872,IQ
1171352492640219136,IQ
1171375355279659008,IQ
1171379818958602240,IQ
1171380791546437632,IQ
1171382408257724416,IQ
1171404102150041600,IQ
1171404736601513984,IQ
1171423388193050624,IQ
1171429413411385088,IQ
1171430504530243584,IQ
1171469509355425792,IQ
1171472915260309504,IQ
1171473123171942400,IQ
1171473443205681152,IQ
1171928726461931520,IQ
1172589157765586944,IQ
1172790612304846848,IQ
1172829691335577600,IQ
1173211230414278912,IQ
1173215564300505088,IQ
1173221195413676032,IQ
1173554607450144768,IQ
1173598505715281920,IQ
1173647687729725440,IQ
1173652488408449024,IQ
1173661396892037120,IQ
1173713669160624128,IQ
1173896034143100928,IQ
1173920198447042560,IQ
1173926898923200512,IQ
1173929684414996480,IQ
1173932859050082304,IQ
1174002160696213504,IQ
1174248882571816960,IQ
1174283127876964352,IQ
1174332852374266112,IQ
1174660278295904512,IQ
1174761686345166848,IQ
1175094123369586688,IQ
1175094396603289600,IQ
1175098601363706112,IQ
1175099034425602048,IQ
1175111362948849664,IQ
1175189642905313280,IQ
1175701215319121920,IQ
1176202754542448640,IQ
1176555213504860160,IQ
1176877198239830016,IQ
1162337722469637888,IQ
1162338026510594048,IQ
1162463148307288064,IQ
1162470629666435072,IQ
1162479138520928512,IQ
1162666444808736768,IQ
1162691121987895296,IQ
1162696987826970624,IQ
1162793363785039872,IQ
1162795554814005248,IQ
1162819504243654912,IQ
1163173487613239296,IQ
1163395273399373824,IQ
1163405239204163584,IQ
1163432361020858368,IQ
1163500113479819264,IQ
1163532384635109376,IQ
1163555337745707008,IQ
1163586424374988800,IQ
1163594598515691520,IQ
1163595087642791936,IQ
1163597218261155840,IQ
1163890613626048512,IQ
1163902544592220160,IQ
1164231610591522816,IQ
1164785981737730048,IQ
1165001990654648320,IQ
1165218210364493824,IQ
1165232735188901888,IQ
1165236143195074560,IQ
1165287778562826240,IQ
1165374716175114240,IQ
1165585989198385152,IQ
1165613184851611648,IQ
1165726018277187584,IQ
1165734675421237248,IQ
1165901876929470464,IQ
1165910403173556224,IQ
1165916836375998464,IQ
1165951940464906240,IQ
1165952942295396352,IQ
1165954681912340480,IQ
1165957115925716992,IQ
1166054662266589184,IQ
1166056354836078592,IQ
1166427408880275712,IQ
1166436600370405376,IQ
1166447551672999936,IQ
1166814688866459648,IQ
1166814750401093632,IQ
1166826818734821376,IQ
1167018077952925696,IQ
1167021779413622784,IQ
1167129715041341440,IQ
1167132074744131584,IQ
1167134388175429632,IQ
1167139221204869120,IQ
1167139370211651584,IQ
1167142225853263872,IQ
1167153421067194368,IQ
1167154099944665088,IQ
1167156207360106496,IQ
1167158451413368832,IQ
1167390420910972928,IQ
1167390610912874496,IQ
1167401814196666368,IQ
1167426570220425216,IQ
1167490669558018048,IQ
1167524339664732160,IQ
1167882945710809088,IQ
1167902987999539200,IQ
1167903262328020992,IQ
1167903485230120960,IQ
1167920080975384576,IQ
1168105206376214528,IQ
1168137753902637056,IQ
1168141976161726464,IQ
1168155363675463680,IQ
1168158606249869312,IQ
1168275161260466176,IQ
1168620016905965568,IQ
1168637783453372416,IQ
1168998306627969024,IQ
1169000567244546048,IQ
1169002212988719104,IQ
1169012854919507968,IQ
1169015616583426048,IQ
1169325983024988160,IQ
1169363218990608384,IQ
1169368843279638528,IQ
1169377000101990400,IQ
1169685658270674944,IQ
1169694845109198848,IQ
1169732164210089984,IQ
1169936833943392512,IQ
1169960001420582912,IQ
1170022461708132352,IQ
1170037920104886272,IQ
1170060091615305728,IQ
1170082220457041920,IQ
1155186930088390912,IQ
1155193656166555648,IQ
1155204472152449024,IQ
1155607294371094528,IQ
1155620208972849152,IQ
1155721578891620352,IQ
1155721958836920320,IQ
1155757880425009152,IQ
1155759762144972800,IQ
1155788080571408384,IQ
1155795918211428352,IQ
1155796234164219904,IQ
1155798550460141568,IQ
1155800323711209472,IQ
1155801407389409280,IQ
1155801939327836160,IQ
1155802289774485504,IQ
1155805992820662272,IQ
1155809012077776896,IQ
1155817217839308800,IQ
1155819292748894208,IQ
1155847284380372992,IQ
1155933580201119488,IQ
1156312813272522752,IQ
1156313749462093824,IQ
1156319431762546688,IQ
1156320227342397440,IQ
1156321155260854272,IQ
1156476066069979136,IQ
1156520058061041664,IQ
1156678355141443584,IQ
1156836410420269056,IQ
1156846054312173568,IQ
1156852756570923008,IQ
1156855764490817536,IQ
1156864579294715904,IQ
1156880149834608640,IQ
1156922401084641280,IQ
1156942621497073664,IQ
1157202840017915904,IQ
1157239990667173888,IQ
1157252448903401472,IQ
1157278532764098560,IQ
1157280016369147904,IQ
1157302315730313216,IQ
1157401915745067008,IQ
1157406034031468288,IQ
1157451273819627520,IQ
1157451780764131328,IQ
1157454187615129600,IQ
1157562342177202176,IQ
1157562655390994432,IQ
1157567659736731648,IQ
1157567923407466496,IQ
1157569592157528064,IQ
1157571766585384960,IQ
1157572655886864384,IQ
1157576237138829312,IQ
1157601543618736128,IQ
1157602263415889920,IQ
1157772949891538944,IQ
1157781572478746624,IQ
1157782586472771584,IQ
1158112069767618560,IQ
1158363129384001536,IQ
1158490307224383488,IQ
1158512801075343360,IQ
1158650800702414848,IQ
1158802024940617728,IQ
1159176019712126976,IQ
1159396074374729728,IQ
1159554178013900800,IQ
1159772911235948288,IQ
1159962479268642816,IQ
1160118638940213248,IQ
1160123393401851904,IQ
1160124684995834112,IQ
1160141130857668608,IQ
1160986610168729600,IQ
1161001691661180928,IQ
1161017076640862208,IQ
1161017650690084864,IQ
1161192129680609280,IQ
1161199665439637504,IQ
1161200430648614912,IQ
1161247263303380992,IQ
1161345231415074816,IQ
1161563146626224128,IQ
1161564104101945088,IQ
1161618470964006912,IQ
1161619704676605952,IQ
1161736426364555264,IQ
1161737648907722752,IQ
1161744322481532928,IQ
1161925421832790016,IQ
1161945029268639488,IQ
1162134296653643776,IQ
1162322251095642112,IQ
1162322510559551488,IQ
1162330735828770816,IQ
1143212732323434368,IQ
1144706911281000448,IQ
1144960500117266432,IQ
1145403827983736832,IQ
1145774985249722368,IQ
1146011429553746048,IQ
1146022694510632960,IQ
1146096309159563264,IQ
1146125407852347392,IQ
1147292177875263616,IQ
1148276812830654464,IQ
1148281639849594752,IQ
1148287995092639616,IQ
1148294507710111616,IQ
1148305396345528448,IQ
1148339667273695232,IQ
1148513960540422016,IQ
1148521306205380608,IQ
1148643899088486400,IQ
1148697853415624832,IQ
1148706714373500800,IQ
1148730794480930816,IQ
1149066515481792384,IQ
1149340857386066048,IQ
1149966282302939136,IQ
1149967147252289536,IQ
1149985167051776000,IQ
1150003076985696384,IQ
1150005314462375936,IQ
1150005804344455168,IQ
1150006103671001216,IQ
1150103675496534016,IQ
1150470166469382016,IQ
1150511474797875200,IQ
1150530630205288448,IQ
1150535535485698048,IQ
1150537628594462848,IQ
1150539839730851840,IQ
1150541531914416000,IQ
1150543030115610624,IQ
1150555475014017024,IQ
1150557499231232000,IQ
1150704018387361792,IQ
1151038666191638400,IQ
1151056063636082816,IQ
1151205232908611584,IQ
1151214399350354048,IQ
1151219675071766400,IQ
1151220552943771648,IQ
1151226741077286784,IQ
1151256599383674752,IQ
1151277471586816000,IQ
1151565316780167168,IQ
1151781050739282048,IQ
1151944103703302016,IQ
1151975159374524416,IQ
1152295248699240448,IQ
1152522707474493440,IQ
1152640846510080000,IQ
1152645566423339008,IQ
1152656758059520000,IQ
1152697797906485248,IQ
1152698215663362048,IQ
1152880952894533632,IQ
1152881878862635008,IQ
1152884527209078784,IQ
1152886273612423168,IQ
1152888356000473216,IQ
1152888628147818368,IQ
1152890279239835648,IQ
1152891869950566400,IQ
1152892989330661376,IQ
1152902488028340224,IQ
1152912904544575616,IQ
1153415935698620416,IQ
1153417142898954240,IQ
1153420253638139904,IQ
1153422545967882240,IQ
1153594141353361408,IQ
1153602619287515136,IQ
1153624539387113472,IQ
1153972011846291712,IQ
1154005451207512064,IQ
1154492405011427328,IQ
1154529210750423040,IQ
1154697457814638592,IQ
1154700464790876160,IQ
1154700581329678336,IQ
1154704988582621184,IQ
1154710595092041728,IQ
1154766047498702848,IQ
1154840018776727552,IQ
1154843510891327488,IQ
1154845703367213056,IQ
1154847215925571584,IQ
1154850296591343616,IQ
1154855085710675968,IQ
1154858481360560128,IQ
1154861700153270272,IQ
1154873809553559552,IQ
1125490979044302848,IQ
1125494490964418560,IQ
1125756205455028224,IQ
1125864360759500800,IQ
1126220759750402048,IQ
1126248270555156352,IQ
1126252175951323136,IQ
1126975356580319232,IQ
1127618431577149440,IQ
1127624090053939200,IQ
1127932480093290368,IQ
1128716154401362048,IQ
1128743153807298560,IQ
1128957792398774400,IQ
1129077911489798016,IQ
1129147131229548416,IQ
1129393454050623616,IQ
1129394277438697600,IQ
1129526691104252032,IQ
1129543493980966784,IQ
1129569735622967168,IQ
1129793632230400000,IQ
1130104335952752640,IQ
1130114690728775552,IQ
1130141441278259200,IQ
1130145744051163136,IQ
1130519987813310464,IQ
1130530227959021568,IQ
1130581038613303168,IQ
1130584082864365568,IQ
1130624088278544384,IQ
1130812595643047936,IQ
1131010278601166848,IQ
1131170588670681216,IQ
1131381013635051648,IQ
1131582174946373632,IQ
1131655213096611840,IQ
1131765747645059200,IQ
1131954107667885952,IQ
1132003152499228800,IQ
1132404341275615232,IQ
1132772216859500416,IQ
1132774769433206784,IQ
1132776913775337600,IQ
1133045618547601408,IQ
1133047472933212160,IQ
1133095544698626048,IQ
1133166387894132736,IQ
1133391343148052352,IQ
1133395447983296384,IQ
1133409653772214400,IQ
1133454384954773632,IQ
1134181732847116416,IQ
1134195718623768576,IQ
1134196896686198784,IQ
1134201388974706816,IQ
1134496645268291584,IQ
1134505431508934784,IQ
1134540394795085824,IQ
1134620922802069632,IQ
1134750200386470016,IQ
1134882372309180416,IQ
1135289934137442432,IQ
1135289991012241408,IQ
1135628646524293248,IQ
1135954989292118016,IQ
1136398699897217024,IQ
1136501436253032448,IQ
1136902391566086016,IQ
1136965864962625536,IQ
1136967120162557952,IQ
1136968047879696384,IQ
1136972705079725952,IQ
1136993095877349376,IQ
1137026164332158976,IQ
1137026394880454784,IQ
1137203283246878848,IQ
1137384071020077056,IQ
1137433208025493632,IQ
1137437603945484416,IQ
1137721142389739648,IQ
1138030558842408960,IQ
1138144841605496832,IQ
1138481478038433792,IQ
1138882471989337984,IQ
1139441879148314624,IQ
1139443099971792768,IQ
1140235727436996608,IQ
1140313818779803648,IQ
1140689225056210944,IQ
1141439256793157632,IQ
1141706919368953984,IQ
1142432573920034816,IQ
1142492359785111552,IQ
1142492495235997568,IQ
1142499870043004800,IQ
1142507285773787136,IQ
1142879841961861248,IQ
1142879980994662400,IQ
1142883949598969984,IQ
1102340465934901248,IQ
1102619935711350784,IQ
1103649061402497024,IQ
1105118511163162624,IQ
1105121684766507008,IQ
1105165480548028416,IQ
1105910717591552000,IQ
1105933010963234816,IQ
1105946531838992384,IQ
1106227747033174016,IQ
1107356151551852416,IQ
1108407464008011776,IQ
1108623844489731968,IQ
1109147448876904448,IQ
1109190238142955648,IQ
1109464009693110400,IQ
1109497750356443136,IQ
1109499065182621568,IQ
1109791637008515200,IQ
1109854210978390016,IQ
1109855875206955008,IQ
1111244353857572864,IQ
1111533892186620032,IQ
1111547691849404416,IQ
1111548941366116352,IQ
1112012457193734016,IQ
1112013584219996160,IQ
1112655782686924800,IQ
1112700853922729984,IQ
1113535712853463040,IQ
1113538449989165056,IQ
1113551310715084800,IQ
1113910072214740992,IQ
1114142526678683648,IQ
1114157204502917248,IQ
1114875420426608640,IQ
1114877272530587648,IQ
1114939910623039616,IQ
1114942738603094016,IQ
1115233827260182400,IQ
1115256572098351232,IQ
1115287579199508352,IQ
1115341427645603840,IQ
1115348499103661952,IQ
1115348740724940800,IQ
1115609410330451968,IQ
1116025287106539648,IQ
1116038320482586624,IQ
1116045205130612736,IQ
1116082677357084800,IQ
1116757432938578048,IQ
1116961672986615808,IQ
1117421068485037952,IQ
1118598967560953984,IQ
1118920238270230400,IQ
1119227785044811776,IQ
1119229758318026752,IQ
1119365262480953216,IQ
1119660821150359552,IQ
1119963532202786816,IQ
1120033265233035264,IQ
1120774912988340224,IQ
1120777867032449024,IQ
1120785191205834752,IQ
1121770866440900608,IQ
1121832990634578048,IQ
1121836478517137408,IQ
1122050241530867584,IQ
1122066199943290752,IQ
1122187326984269824,IQ
1122205946934124416,IQ
1122476728574730240,IQ
1122579148365602816,IQ
1122891141798608768,IQ
1122891615205580800,IQ
1122927844475199616,IQ
1123187789091225600,IQ
1123196452237394048,IQ
1123199041024737152,IQ
1123199527937294336,IQ
1123200439028207616,IQ
1123231836967264384,IQ
1123261886055813248,IQ
1123262611498393600,IQ
1123306111489196032,IQ
1123483869825650816,IQ
1123485928679407616,IQ
1123489172700921984,IQ
1123490425581580416,IQ
1123492729739255808,IQ
1123493307177492352,IQ
1123495948666179584,IQ
1123684157530492800,IQ
1124004806757163008,IQ
1124027925584592768,IQ
1124266472480620416,IQ
1124381965262758016,IQ
1124783426253488000,IQ
1125135427717955584,IQ
1125490279115628416,IQ
1095803523558793216,IQ
1095822794926014464,IQ
1096103220299083776,IQ
1096459937989955584,IQ
1097151591558402048,IQ
1097488967530921984,IQ
1097584359035584384,IQ
1097585040295366784,IQ
1097585647177601024,IQ
1097586604036841600,IQ
1097587047144001536,IQ
1097587788541845632,IQ
1097590510791913600,IQ
1097591063206915968,IQ
1097592342092091392,IQ
1097595719710576640,IQ
1097596724682678400,IQ
1097604588235038848,IQ
1097607232890589184,IQ
1097608009566613632,IQ
1097819872589955200,IQ
1097825828287729664,IQ
1097936738155147264,IQ
1098112248432742400,IQ
1098314442650071040,IQ
1098559616462536832,IQ
1098617765961916416,IQ
1098617832353480832,IQ
1098670869914763264,IQ
1098703160858820608,IQ
1098985070919073792,IQ
1098999653511639040,IQ
1099045044990955648,IQ
1099084656601976832,IQ
1099229091943853952,IQ
1099241728773623808,IQ
1099244597946052608,IQ
1099298869010153600,IQ
1099361667576721408,IQ
1099704553656717184,IQ
